Vs, I
1.08608608609,3.34e-08
1.08108108108,2.77e-08
1.07607607608,2.36e-08
1.07107107107,1.85e-08
1.06606606607,1.29e-08
1.06106106106,9.4e-09
1.05605605606,6.9e-09
1.05105105105,4.7e-09
1.04604604605,3.3e-09
1.04104104104,1.1e-09
1.03603603604,1.2e-09
1.03103103103,-1.5e-09
1.02602602603,-3.2e-09
1.02102102102,-1.7e-09
1.01601601602,-2.4e-09
1.01101101101,-4.7e-09
1.00600600601,-4.5e-09
1.001001001,-4.9e-09
0.995995995996,-6.1e-09
0.990990990991,-5.2e-09
0.985985985986,-5.5e-09
0.980980980981,-5.9e-09
0.975975975976,-5e-09
0.970970970971,-6e-09
0.965965965966,-5.3e-09
0.960960960961,-6.1e-09
0.955955955956,-7.4e-09
0.950950950951,-6e-09
0.945945945946,-6.4e-09
0.940940940941,-8.2e-09
0.935935935936,-7e-09
0.930930930931,-6.7e-09
0.925925925926,-6.6e-09
0.920920920921,-7.3e-09
0.915915915916,-8.3e-09
0.910910910911,-6.2e-09
0.905905905906,-6.9e-09
0.900900900901,-7.6e-09
0.895895895896,-7.1e-09
0.890890890891,-6.9e-09
0.885885885886,-7.3e-09
0.880880880881,-8.3e-09
0.875875875876,-7.2e-09
0.870870870871,-8.7e-09
0.865865865866,-8.2e-09
0.860860860861,-6.9e-09
0.855855855856,-7.9e-09
0.850850850851,-6e-09
0.845845845846,-7.8e-09
0.840840840841,-7.1e-09
0.835835835836,-7.2e-09
0.830830830831,-7.8e-09
0.825825825826,-7e-09
0.820820820821,-7.8e-09
0.815815815816,-6.4e-09
0.810810810811,-6.9e-09
0.805805805806,-6.9e-09
0.800800800801,-7.2e-09
0.795795795796,-6.8e-09
0.790790790791,-6e-09
0.785785785786,-7.5e-09
0.780780780781,-6.8e-09
0.775775775776,-8.2e-09
0.770770770771,-7.7e-09
0.765765765766,-7.8e-09
0.760760760761,-7.7e-09
0.755755755756,-5.7e-09
0.750750750751,-8.3e-09
0.745745745746,-6.4e-09
0.740740740741,-7.4e-09
0.735735735736,-6.6e-09
0.730730730731,-6.7e-09
0.725725725726,-6.7e-09
0.720720720721,-7.3e-09
0.715715715716,-7.5e-09
0.710710710711,-6.8e-09
0.705705705706,-7.5e-09
0.700700700701,-8.4e-09
0.695695695696,-7.9e-09
0.690690690691,-7.1e-09
0.685685685686,-7.3e-09
0.680680680681,-6.7e-09
0.675675675676,-7.2e-09
0.670670670671,-7.6e-09
0.665665665666,-7.3e-09
0.660660660661,-6.8e-09
0.655655655656,-7.1e-09
0.650650650651,-8.1e-09
0.645645645646,-6.7e-09
0.640640640641,-7.8e-09
0.635635635636,-6.8e-09
0.630630630631,-7.1e-09
0.625625625626,-7.2e-09
0.620620620621,-6.3e-09
0.615615615616,-6.3e-09
0.610610610611,-6.8e-09
0.605605605606,-7.6e-09
0.600600600601,-6.5e-09
0.595595595596,-6.3e-09
0.590590590591,-7.6e-09
0.585585585586,-8.4e-09
0.580580580581,-7.3e-09
0.575575575576,-7.6e-09
0.570570570571,-7.8e-09
0.565565565566,-7.2e-09
0.560560560561,-7.1e-09
0.555555555556,-7e-09
0.550550550551,-7.6e-09
0.545545545546,-6.4e-09
0.540540540541,-7.6e-09
0.535535535536,-7e-09
0.530530530531,-6.2e-09
0.525525525526,-7.5e-09
0.520520520521,-6.8e-09
0.515515515516,-6.7e-09
0.510510510511,-8e-09
0.505505505506,-7.3e-09
0.500500500501,-7.5e-09
0.495495495495,-7.6e-09
0.49049049049,-7.4e-09
0.485485485485,-7.2e-09
0.48048048048,-7e-09
0.475475475475,-6.9e-09
0.47047047047,-7.4e-09
0.465465465465,-6.8e-09
0.46046046046,-6.6e-09
0.455455455455,-6.9e-09
0.45045045045,-6.9e-09
0.445445445445,-7.2e-09
0.44044044044,-7.6e-09
0.435435435435,-7.1e-09
0.43043043043,-6.7e-09
0.425425425425,-7e-09
0.42042042042,-7.1e-09
0.415415415415,-6.9e-09
0.41041041041,-7.1e-09
0.405405405405,-7.5e-09
0.4004004004,-7.4e-09
0.395395395395,-6.3e-09
0.39039039039,-7e-09
0.385385385385,-7.1e-09
0.38038038038,-7.4e-09
0.375375375375,-7.2e-09
0.37037037037,-7.7e-09
0.365365365365,-7.4e-09
0.36036036036,-7e-09
0.355355355355,-6.8e-09
0.35035035035,-7.9e-09
0.345345345345,-7.3e-09
0.34034034034,-6.6e-09
0.335335335335,-7.3e-09
0.33033033033,-7.1e-09
0.325325325325,-7.4e-09
0.32032032032,-7.5e-09
0.315315315315,-7.5e-09
0.31031031031,-7.6e-09
0.305305305305,-7.8e-09
0.3003003003,-7.5e-09
0.295295295295,-7.3e-09
0.29029029029,-7.7e-09
0.285285285285,-7e-09
0.28028028028,-7.3e-09
0.275275275275,-7.1e-09
0.27027027027,-7.5e-09
0.265265265265,-7.2e-09
0.26026026026,-7.5e-09
0.255255255255,-7.6e-09
0.25025025025,-7.1e-09
0.245245245245,-7.5e-09
0.24024024024,-6.7e-09
0.235235235235,-7.1e-09
0.23023023023,-7e-09
0.225225225225,-7.3e-09
0.22022022022,-7.2e-09
0.215215215215,-7e-09
0.21021021021,-7.3e-09
0.205205205205,-7.1e-09
0.2002002002,-7.1e-09
0.195195195195,-7.2e-09
0.19019019019,-7e-09
0.185185185185,-7.4e-09
0.18018018018,-7.3e-09
0.175175175175,-7.1e-09
0.17017017017,-7.5e-09
0.165165165165,-7.3e-09
0.16016016016,-7.2e-09
0.155155155155,-7.3e-09
0.15015015015,-7.4e-09
0.145145145145,-7.2e-09
0.14014014014,-7.2e-09
0.135135135135,-7.3e-09
0.13013013013,-7.1e-09
0.125125125125,-7.3e-09
0.12012012012,-7.4e-09
0.115115115115,-7.8e-09
0.11011011011,-7.6e-09
0.105105105105,-7e-09
0.1001001001,-7.1e-09
0.0950950950951,-7.2e-09
0.0900900900901,-7.1e-09
0.0850850850851,-7.3e-09
0.0800800800801,-7.2e-09
0.0750750750751,-7.2e-09
0.0700700700701,-7.1e-09
0.0650650650651,-7.4e-09
0.0600600600601,-7e-09
0.0550550550551,-7.2e-09
0.0500500500501,-7.3e-09
0.045045045045,-7.2e-09
0.04004004004,-7.8e-09
0.035035035035,-7.3e-09
0.03003003003,-7.1e-09
0.025025025025,-7.2e-09
0.02002002002,-7.3e-09
0.015015015015,-8e-09
0.01001001001,-7.9e-09
0.00500500500501,-7.4e-09
0.0,-8e-09
